index	name	Abeta+nvoxels	Abeta+stain	Abeta+count	Abeta+fieldfrac	Abeta+volume	Abeta+density	Iba1+nvoxels	Iba1+stain	Iba1+count	Iba1+fieldfrac	Iba1+volume	Iba1+density	coloc+object_id_a	coloc+object_id_b	coloc+stain_a	coloc+stain_b	coloc+radius_a	coloc+radius_b	coloc+nvoxels_a	coloc+nvoxels_b	coloc+distance	coloc+overlapratio	coloc+count	coloc+volume	coloc+density	participant_id	batch_id	bag_id	participant_label	sex	treatment	age	genotype	antibodies	has_mri	notes	QC_notes
1	L_Isocortex	2392306.0	Abeta	464.0	12.35835192875042	58.292174861470784	7.959902012623118	238842.0	Iba1	5.0	23.42409312628439	58.29217486147079	0.0857748061705077	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.292174861470784	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
2	R_Isocortex	1860951.0	Abeta	408.0	16.713207691474242	59.76300581183046	6.826965853836519	788055.0	Iba1	29.0	23.8016010095538	59.76300581183046	0.4852500239246545	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.76300581183046	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
3	L_Olfactory areas	2626521.0	Abeta	298.0	12.675125395707266	22.439932459928706	13.279897367433822	5280305.0	Iba1	3.0	25.12978349614265	22.439932459928706	0.1336902419540317	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.439932459928706	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
4	R_Olfactory areas	1228674.0	Abeta	260.0	12.47703904463454	22.486211356851843	11.5626414727608	1941942.0	Iba1	15.0	25.889955111374608	22.486211356851843	0.6670754695823538	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.486211356851843	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
5	L_Hippocampal formation	236119.0	Abeta	167.0	10.899036233898618	20.551258300312377	8.126023115453792	3887669.0	Iba1	2.0	28.7699564451858	20.551258300312377	0.097317642101243	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.551258300312377	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
6	R_Hippocampal formation	1814480.0	Abeta	163.0	14.678763019633148	20.66171821889436	7.888985720991135	4926912.0	Iba1	8.0	28.27235689925339	20.66171821889436	0.3871894832388287	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.66171821889436	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
7	L_Cortical subplate	43480.0	Abeta	74.0	8.736148935220323	4.265847786754675	17.3470793378441	1849546.0	Iba1	1.0	24.30970132595205	4.265847786754675	0.2344199910519473	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.265847786754675	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
8	R_Cortical subplate	41757.0	Abeta	76.0	10.172291768036448	4.305460998935798	17.652000568298096	1976437.0	Iba1	4.0	24.02220551156721	4.305460998935798	0.9290526614893736	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.305460998935798	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
9	L_Striatum	331883.0	Abeta	353.0	7.712713018578014	21.81469123112761	16.1817555087051	4617563.0	Iba1	2.0	31.239209386785863	21.81469123112761	0.091681334326941	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.81469123112761	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
10	R_Striatum	397294.0	Abeta	545.0	10.28054433191653	21.77622070775941	25.027299608779355	5744857.0	Iba1	14.0	31.14599184901436	21.77622070775941	0.6429031092163504	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.77622070775941	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
11	L_Pallidum	67865.0	Abeta	92.0	9.230563344379302	4.48276821307342	20.52303300708116	0.0	0	0.0	31.773770073923018	4.48276821307342	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.48276821307342	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
12	R_Pallidum	115484.0	Abeta	126.0	10.23874192876484	4.57170749234546	27.560818405588147	0.0	0	0.0	29.727431785044782	4.57170749234546	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57170749234546	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
13	L_Thalamus	156871.0	Abeta	237.0	8.424636886818307	9.729233449446374	24.35957583210073	321.0	Iba1	1.0	28.97122499314881	9.729233449446374	0.1027830203886107	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.729233449446374	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
14	R_Thalamus	199033.0	Abeta	272.0	10.520798829102954	9.889209883254754	27.50472517127717	536.0	Iba1	2.0	29.970669799329816	9.889209883254754	0.2022406262593909	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.889209883254754	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
15	L_Hypothalamus	123910.0	Abeta	237.0	9.822829531875096	7.331110527404547	32.327980749173854	5492441.0	Iba1	6.0	23.56595833116849	7.331110527404547	0.8184298923841482	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.331110527404547	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
16	R_Hypothalamus	254129.0	Abeta	206.0	10.431769998448727	7.366152984334002	27.965750974506147	2355.0	Iba1	8.0	25.01957184963028	7.366152984334002	1.0860485815342191	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.366152984334002	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
17	L_Midbrain	301520.0	Abeta	421.0	12.257644186096766	17.626736731786785	23.884171324848744	5533031.0	Iba1	3.0	30.352205199126995	17.626736731786785	0.1701959951889459	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.626736731786785	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
18	R_Midbrain	241392.0	Abeta	447.0	11.766107603681736	17.918503275351593	24.946280006259567	1221.0	Iba1	5.0	29.836096762536403	17.918503275351593	0.2790411633809795	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.918503275351593	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
19	L_Pons	186188.0	Abeta	209.0	10.458172060883811	8.020342329728988	26.058738069733018	473.0	Iba1	2.0	34.4352337757937	8.020342329728988	0.2493659145428997	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.020342329728988	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
20	R_Pons	242200.0	Abeta	225.0	10.33477569350236	8.142419584575622	27.63306381634064	305.0	Iba1	1.0	31.24778968049773	8.142419584575622	0.1228136169615139	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.142419584575622	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
21	L_Medulla	344995.0	Abeta	302.0	10.883439108171268	14.914183938057294	20.249180327551883	2853057.0	Iba1	12.0	25.42100088110228	14.914183938057295	0.8046031918232533	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.914183938057295	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
22	R_Medulla	390415.0	Abeta	315.0	11.037826010412212	15.144816630131045	20.7991953744292	1227822.0	Iba1	7.0	26.95689243228289	15.144816630131045	0.4622043416539821	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.144816630131045	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
23	L_Cerebellum	2619254.0	Abeta	209.0	13.649030086075724	25.90913569594474	8.066652722526454	7898693.0	Iba1	13.0	31.22797938886969	25.909135695944745	0.5017535186260473	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.90913569594474	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
24	R_Cerebellum	223405.0	Abeta	205.0	13.302515572418104	26.20242582459344	7.823703094222224	542851.0	Iba1	7.0	32.98068075270928	26.20242582459344	0.2671508373636856	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.20242582459344	0.0	sub-AS17F7	4	a	AS17F7	F	PBS	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
0	Unknown_Label_0	1643142.0	Abeta	328.0	0.0			11649151.0	Iba1	92.0	0.0			Abeta_3291	Iba1_5192	Abeta	Iba1	0.0081115026754127	0.0079214853484268	281.5	260.5	0.0050310746714528	0.68919382375029	2.0			sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
1	L_Isocortex	796828.0	Abeta	992.0	6.697918344751634	65.02108838446807	15.256588664501104	4414240.0	Iba1	4.0	25.421518345923243	65.02108838446807	0.0615185026794399	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.02108838446807	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
2	R_Isocortex	1308148.0	Abeta	1036.0	8.306393528337024	64.83578234864002	15.97883086270387	3573605.0	Iba1	4.0	27.08648564496325	64.83578234864002	0.0616943276552272	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.83578234864002	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
3	L_Olfactory areas	816068.0	Abeta	287.0	9.652868480277965	24.11739963729088	11.900122082657452	5124871.0	Iba1	8.0	28.724452165673	24.11739963729088	0.3317107200740753	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.11739963729088	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
4	R_Olfactory areas	679737.0	Abeta	286.0	9.78236140009801	23.706412560911723	12.064246298976952	1616919.0	Iba1	4.0	28.131405801875044	23.706412560911723	0.1687307174682091	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.706412560911723	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
5	L_Hippocampal formation	587526.0	Abeta	258.0	7.248290525599592	22.39289177046362	11.521513283974508	3415908.0	Iba1	1.0	28.604073822078583	22.39289177046362	0.0446570282324593	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.39289177046362	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
6	R_Hippocampal formation	347484.0	Abeta	234.0	6.386432526713292	22.493067489729345	10.40320534790765	7403524.0	Iba1	3.0	28.828112034951648	22.493067489729345	0.1333744275372775	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.493067489729345	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
7	L_Cortical subplate	83374.0	Abeta	96.0	6.95927472167649	4.653028846198054	20.63172251305528	1394648.0	Iba1	3.0	25.664783889980352	4.653028846198054	0.6447413285329774	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.653028846198054	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
8	R_Cortical subplate	36887.0	Abeta	96.0	5.8791705707418425	4.674930381778964	20.535065158225706	0.0	0	0.0	25.93033771947692	4.674930381778964	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.674930381778964	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
9	L_Striatum	184634.0	Abeta	262.0	4.539017530088959	23.29256876250028	11.24822267013354	3006092.0	Iba1	7.0	28.45990319204605	23.29256876250028	0.3005250331715068	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.29256876250028	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
10	R_Striatum	202501.0	Abeta	225.0	3.906256411939955	23.20477217204116	9.696281365395036	6799175.0	Iba1	2.0	28.362441830880723	23.20477217204116	0.0861891676924003	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.20477217204116	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
11	L_Pallidum	78279.0	Abeta	43.0	3.9910836494466384	4.869949272516799	8.82966076108171	4747.0	Iba1	5.0	27.18047788510422	4.869949272516799	1.026704739660664	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.869949272516799	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
12	R_Pallidum	34957.0	Abeta	42.0	4.347366419471382	5.007833722608785	8.386859933145002	389.0	Iba1	1.0	27.417189579768017	5.007833722608785	0.1996871412653572	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.007833722608785	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
13	L_Thalamus	14614.0	Abeta	29.0	2.060250053890925	10.601866806243994	2.735367320679825	5005.0	Iba1	11.0	23.04681324998204	10.601866806243995	1.0375531216371745	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.601866806243995	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
14	R_Thalamus	11442.0	Abeta	38.0	2.2877764676456924	10.660143935702765	3.564679823199298	2249.0	Iba1	6.0	23.793779254653945	10.660143935702765	0.5628441826104155	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.660143935702765	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
15	L_Hypothalamus	30666.0	Abeta	57.0	2.4708021287355213	7.9087397223340945	7.207216573208667	2486003.0	Iba1	12.0	23.13463529751728	7.9087397223340945	1.5173087522544564	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9087397223340945	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
16	R_Hypothalamus	40195.0	Abeta	59.0	2.9673321234119783	7.975206121618767	7.397927915626647	482.0	Iba1	2.0	25.27163530423154	7.975206121618767	0.2507772174788694	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.975206121618767	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
17	L_Midbrain	279454.0	Abeta	97.0	3.287386733242488	19.147084197372862	5.066045513776411	4374276.0	Iba1	33.0	23.84950814128132	19.147084197372862	1.7235000201507378	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.147084197372862	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
18	R_Midbrain	64237.0	Abeta	134.0	4.025207365139126	19.424567130776207	6.89848062496543	8849.0	Iba1	18.0	24.899650959860384	19.424567130776207	0.9266615764878936	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.424567130776207	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
19	L_Pons	4780.0	Abeta	12.0	0.7363485694347522	8.733189700853716	1.3740684000974963	1912797.0	Iba1	37.0	20.28048674110258	8.733189700853716	4.236710900300614	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.733189700853716	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
20	R_Pons	25614.0	Abeta	32.0	1.4657274159097284	8.827080631648396	3.62520762360185	22859.0	Iba1	23.0	23.905521154717466	8.827080631648396	2.6056179794638297	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.827080631648396	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
21	L_Medulla	95332.0	Abeta	76.0	2.6877817289391968	15.209949892467312	4.996729150149193	2080815.0	Iba1	26.0	23.92432134628869	15.20994989246731	1.7094073408405135	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.209949892467312	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
22	R_Medulla	97390.0	Abeta	96.0	3.0983121736332806	15.390875621179172	6.237461880849438	1385446.0	Iba1	8.0	25.709753260573663	15.390875621179172	0.5197884900707865	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.390875621179172	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
23	L_Cerebellum	771045.0	Abeta	98.0	5.951599375387826	27.92940951718201	3.508846112185472	1258398.0	Iba1	8.0	24.793639320563788	27.92940951718201	0.2864364173212629	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.92940951718201	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
24	R_Cerebellum	587191.0	Abeta	141.0	6.974316475994125	28.26669316512801	4.988202871001145	57910.0	Iba1	9.0	28.31099836951396	28.26669316512801	0.3183959279362433	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.26669316512801	0.0	sub-AS37F3	3	F	AS37F3	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
0	Unknown_Label_0	2183217.0	Abeta	430.0	0.0			11477752.0	Iba1	73.0	0.0			Abeta_2808	Iba1_5110	Abeta	Iba1	0.017587162971478	0.0180375444540783	13565.25	12427.25	0.0156264121094495	0.6336253918232371	4.0			sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
1	L_Isocortex	1656007.0	Abeta	835.0	8.523804841713222	63.9191554725451	13.063376601692644	6892143.0	Iba1	3.0	26.999538175046563	63.9191554725451	0.0469342871917101	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.9191554725451	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
2	R_Isocortex	1457386.0	Abeta	984.0	8.932398425313822	64.10008120125696	15.35099459407088	1090811.0	Iba1	2.0	27.94227735274456	64.10008120125696	0.0312012085245343	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.10008120125696	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
3	L_Olfactory areas	227678.0	Abeta	267.0	8.315283941818652	23.515773977290067	11.354080893014638	1230880.0	Iba1	6.0	29.98813534614014	23.515773977290067	0.255147885236284	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.515773977290067	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
4	R_Olfactory areas	321477.0	Abeta	287.0	8.956112600320381	23.65880052704018	12.130792500320595	877277.0	Iba1	4.0	29.662311735774026	23.65880052704018	0.1690702787501128	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.65880052704018	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
5	L_Hippocampal formation	317725.0	Abeta	278.0	6.983068165231353	22.180922995667515	12.533292688239362	3961775.0	Iba1	3.0	30.166201584998323	22.180922995667515	0.1352513599450291	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.180922995667515	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
6	R_Hippocampal formation	417486.0	Abeta	282.0	6.803400719547713	22.232915336655243	12.68389663388268	644259.0	Iba1	3.0	31.357452458454684	22.232915336655243	0.13493507057322	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.232915336655243	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
7	L_Cortical subplate	53687.0	Abeta	113.0	6.342030419191294	4.620462215029919	24.456427677824497	1704622.0	Iba1	4.0	27.410288116730555	4.620462215029919	0.8657142540822831	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.620462215029919	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
8	R_Cortical subplate	43259.0	Abeta	73.0	6.240379871731623	4.632460447565548	15.758364442887576	0.0	0	0.0	26.931220194047032	4.632460447565548	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.632460447565548	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
9	L_Striatum	163666.0	Abeta	250.0	3.717332542194093	23.10973855243356	10.81795016558826	6175681.0	Iba1	8.0	30.26059796940928	23.10973855243356	0.3461744052988243	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.10973855243356	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
10	R_Striatum	157444.0	Abeta	243.0	3.657935095503268	23.22191250423491	10.46425439574302	7070305.0	Iba1	12.0	30.62525321283	23.22191250423491	0.5167533034934825	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.22191250423491	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
11	L_Pallidum	40206.0	Abeta	47.0	3.4914607272154887	4.839668018974499	9.71140991814539	1615.0	Iba1	5.0	25.510152683771448	4.839668018974499	1.0331287146963182	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.839668018974499	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
12	R_Pallidum	24817.0	Abeta	45.0	3.0972614943641785	4.916799513846397	9.152295080015708	296.0	Iba1	1.0	28.527017081767827	4.916799513846397	0.2033843351114601	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.916799513846397	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
13	L_Thalamus	6361.0	Abeta	18.0	1.5935644826455913	10.458268912087425	1.7211261396420987	5844960.0	Iba1	2.0	26.8744582437994	10.458268912087425	0.1912362377380109	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.458268912087425	0.0	sub-AS37F4	3	H	AS37F4	F	Lecanemab	14.0	App-NLGF	647 IBA1, Se tau Gp- 561 A-beta red X Rb, 488 CD31 goat	Y		
